#snid, snra, sndec, z, t0, c, x1, x0, mag_u, mag_g, mag_r, mag_i, mag_z, mag_y
14299627, 8.588032e-02, 2.640253e-01, 0.5053, 570170.1674, 2.658891e-01, -5.1042, 8.459972e-06, nan, 53.7525, nan, nan, nan, nan
9565925, 8.546066e-02, 2.620510e-01, 0.7192, 570111.5816, -3.534575e-01, 5.1285, 4.287588e-06, 23.1420, 23.3335, 23.6063, 23.4395, 23.7994, 23.8403
2673376, 8.890548e-02, 2.630002e-01, 1.1322, 570118.7914, 1.663724e-01, 5.8424, 1.369737e-06, 33.1987, 32.3936, 26.7556, 25.1926, 24.4378, 24.3850
7419099, 8.600030e-02, 2.640825e-01, 1.2852, 570154.8226, 2.570270e-01, -1.3942, 8.035588e-07, 37.6915, 33.6703, nan, 29.8488, 29.2087, 28.6433
10236177, 8.717805e-02, 2.638910e-01, 0.3333, 570194.0449, 3.267919e-01, -1.4364, 3.348049e-05, nan, nan, nan, 50.1211, 49.3157, 48.4566
3331209, 8.705100e-02, 2.639797e-01, 1.5452, 570190.9621, -4.050978e-02, -0.3172, 6.432936e-07, nan, nan, nan, nan, nan, nan
4188292, 8.651178e-02, 2.608644e-01, 1.7869, 570104.5379, -4.537999e-01, 0.6423, 4.405831e-07, 23.5866, 24.1269, 24.9961, 25.9400, 25.8825, 25.8772
8277490, 8.652553e-02, 2.608568e-01, 2.4477, 570222.1344, 1.414436e-01, 0.6823, 2.155726e-07, nan, nan, nan, 57.9366, 56.1583, nan
13818104, 8.891088e-02, 2.627046e-01, 2.0783, 570183.9041, -4.461245e-01, -0.2209, 5.085016e-07, 38.5636, nan, nan, nan, nan, nan
15352105, 8.671758e-02, 2.611568e-01, 3.9480, 570079.1464, -2.760000e-01, -3.7681, 6.690866e-08, 39.7496, 35.4754, 31.7635, 31.1084, 31.4397, 30.1775
5179639, 8.689282e-02, 2.603857e-01, 0.1945, 570186.2360, -5.922522e-03, 3.5542, 7.571355e-05, 47.1053, 47.9939, 46.6817, 46.5344, 47.3128, 46.3099
156051, 8.578443e-02, 2.621624e-01, 0.1552, 570199.5883, 1.124126e-01, -1.2414, 9.135630e-05, nan, nan, 50.4715, 48.6056, nan, nan
5806714, 8.714677e-02, 2.602884e-01, 2.0252, 570109.1510, 2.746034e-01, 3.2098, 1.807784e-07, 39.3316, 38.5095, 35.0887, 32.1364, 29.7501, 28.4994
4670374, 8.906795e-02, 2.626305e-01, 1.6600, 570150.8860, 1.734387e-01, 2.0145, 5.745585e-07, 36.1557, 35.3925, nan, 28.4780, 27.2195, 26.2120
7220831, 8.567151e-02, 2.621294e-01, 3.2777, 570193.3489, -4.762186e-01, 5.9902, 1.036851e-07, 35.9874, 32.0967, nan, nan, 25.0897, 24.4586
14569271, 8.667003e-02, 2.639117e-01, 1.4608, 570153.5986, 1.033074e-01, 2.1526, 7.419982e-07, 35.0644, nan, nan, 27.4894, 26.9163, 26.0473
8762492, 8.651418e-02, 2.640903e-01, 1.2277, 570025.2940, 3.514531e-01, 0.5972, 7.279163e-07, 38.5060, nan, 34.3209, 30.3159, 28.6162, 28.0992
8491686, 8.650965e-02, 2.641246e-01, 0.9841, 570027.3956, 1.599690e-01, 0.1384, 2.219487e-06, 36.5308, nan, 29.8860, 27.9504, 27.1176, 26.6276
10234971, 8.708888e-02, 2.605597e-01, 1.1870, 570103.8280, 1.214309e-01, 1.0082, 1.121949e-06, 34.7295, nan, 28.6754, 26.2742, 25.1192, 24.9479
7048132, 8.471577e-02, 2.619626e-01, 0.6778, 570051.6746, 3.907198e-01, -4.1049, 2.660365e-06, 34.3539, nan, 28.4747, 27.6117, 26.5888, 26.4442
13498792, 8.572311e-02, 2.616105e-01, 1.7529, 570162.2298, 5.437685e-01, -2.6718, 5.156676e-07, nan, 40.9588, 36.2340, nan, nan, 29.4875
11546924, 8.712626e-02, 2.600743e-01, 1.3644, 570096.6112, 2.939020e-01, 1.5419, 6.552189e-07, 36.2588, nan, nan, 28.0919, 26.6327, 25.6262
13927232, 8.628429e-02, 2.616778e-01, 2.4602, 570153.2368, 1.810587e-01, -2.5620, 1.727917e-07, 40.2285, 37.3721, 35.3294, 31.5852, 30.5107, 31.9324
16663476, 8.619253e-02, 2.617759e-01, 1.4341, 570178.9647, 3.004332e-01, -1.1788, 4.211114e-07, nan, nan, nan, nan, nan, nan
901821, 8.490032e-02, 2.621992e-01, 0.8191, 570193.4851, -2.605481e-01, -3.1083, 3.134910e-06, nan, nan, nan, nan, nan, 51.7275
4109192, 8.693522e-02, 2.594427e-01, 0.7852, 570139.2992, 1.528553e-01, 1.9692, 3.625638e-06, nan, 27.3310, 24.7578, 23.9704, 23.9691, 23.9241
3939960, 8.648725e-02, 2.606328e-01, 1.6187, 570137.5739, 3.702954e-01, -2.4087, 7.408136e-07, 36.7098, 35.7834, 33.0679, 29.3550, 26.7535, 26.4073
10797934, 8.489481e-02, 2.615558e-01, 2.7298, 570195.1752, 2.682724e-01, -2.2835, 1.612200e-07, nan, nan, nan, nan, nan, nan
15369355, 8.496583e-02, 2.615926e-01, 1.2643, 570169.9652, -3.941897e-02, 3.3529, 8.070860e-07, nan, 52.9196, 51.9610, nan, 52.3194, 50.3533
8452729, 8.501070e-02, 2.615886e-01, 0.9444, 570133.8978, 5.955907e-01, 3.8585, 2.219292e-06, 33.1813, 31.9911, 26.2902, 24.2817, 23.8967, 23.7551
10160639, 8.574829e-02, 2.619388e-01, 3.8449, 570040.6064, -1.338371e-01, 1.0265, 9.463624e-08, nan, nan, nan, nan, nan, nan
15657291, 8.957493e-02, 2.626166e-01, 2.5516, 570220.5856, -2.108159e-01, 0.0514, 1.144183e-07, nan, nan, nan, nan, nan, nan
4758680, 8.660876e-02, 2.605730e-01, 2.0998, 570117.6923, -6.140849e-02, 3.7510, 4.592120e-07, 32.6823, 30.4793, 30.0942, 29.6224, 27.1955, 26.1368
3162803, 8.657032e-02, 2.600696e-01, 0.4373, 570092.7603, -2.383062e-01, -1.3441, 1.265486e-05, 25.2374, 25.7105, 24.6448, 23.8977, 23.8665, 23.7905
3849243, 8.608863e-02, 2.615425e-01, 1.2214, 570175.1527, 4.602906e-01, 1.1460, 7.474727e-07, nan, 60.0512, 55.7754, nan, 53.8157, 51.6497
16402094, 8.530472e-02, 2.617520e-01, 0.2693, 570066.6265, -1.986941e-01, 0.1049, 2.969862e-05, 29.1798, 25.3597, 24.4383, 23.9084, 24.1635, 24.1125
14840917, 8.646263e-02, 2.602213e-01, 1.6530, 570114.9113, -5.539753e-02, 0.3360, 3.281543e-07, 31.9693, 30.9305, 30.1000, 28.1243, 27.0406, 26.2709
10936135, 8.603245e-02, 2.613251e-01, 1.7930, 570121.3888, 1.810702e-01, 2.8303, 6.726142e-07, 35.8931, 34.1525, 32.0587, 28.8360, 26.7111, 25.7898
4866640, 8.595454e-02, 2.615160e-01, 0.8410, 570108.1821, -3.311084e-02, -3.8254, 3.925692e-06, 31.2188, 28.3816, 26.6820, 24.4299, 23.9889, 23.8444
14706941, 8.589278e-02, 2.613942e-01, 1.7861, 570149.6568, -2.761401e-01, -3.9572, 5.545233e-07, 26.2574, 26.0604, 23.9369, 25.4654, nan, 27.4497
2271253, 8.640677e-02, 2.609002e-01, 1.2701, 570092.9624, -2.329804e-01, -3.7912, 1.584012e-06, nan, nan, nan, nan, 26.8681, 26.5772
6236156, 8.635023e-02, 2.611432e-01, 1.3623, 570128.6507, -4.586923e-02, -1.3040, 5.116221e-07, 30.7753, 30.0235, 29.0243, 26.4835, 25.8081, 25.2805
11976170, 8.916893e-02, 2.628036e-01, 2.0927, 570198.6095, -1.840533e-01, 1.7961, 4.068094e-07, nan, nan, 53.0006, 51.3326, 53.2292, 51.2686
12406692, 8.911492e-02, 2.628939e-01, 3.1181, 570194.7355, 5.023288e-02, -2.4784, 6.435863e-08, nan, nan, nan, nan, nan, nan
2064663, 8.555877e-02, 2.598809e-01, 0.7575, 570032.8385, -3.859011e-01, -4.4384, 6.971761e-06, 24.5775, 24.2585, nan, 27.0436, 26.8385, 26.2780
11268353, 8.626103e-02, 2.611203e-01, 2.4938, 570081.9556, -1.296077e-01, -1.7392, 1.779395e-07, nan, nan, nan, 31.0217, 30.3566, 29.3878
1308836, 8.519622e-02, 2.619254e-01, 0.4969, 570158.4569, -5.124725e-01, 1.1359, 1.171077e-05, 45.2911, 49.6945, 49.9716, 49.5672, 49.8377, 49.8487
889693, 8.482751e-02, 2.625363e-01, 2.1848, 570043.1653, 3.627888e-01, 0.9627, 2.073035e-07, 43.7321, 43.1055, nan, 38.2863, 36.0460, 32.2672
9208165, 8.541765e-02, 2.602272e-01, 0.8847, 570055.8128, -8.001664e-01, 8.0735, 2.482310e-06, nan, nan, 24.4894, 27.8408, 25.9274, 26.7601
8397051, 8.645435e-02, 2.596116e-01, 0.4750, 570031.5645, -3.774393e-01, 5.7459, 7.448201e-06, nan, nan, 25.7980, 25.2269, 25.0376, 25.2300
7963142, 8.628672e-02, 2.611962e-01, 2.8331, 570134.5947, 7.696914e-02, -2.1407, 2.295197e-07, 41.0098, 35.0903, 33.3784, 32.1779, 32.3022, nan
11976133, 8.530434e-02, 2.603090e-01, 2.1497, 570107.8171, -2.310940e-01, 3.4469, 2.270589e-07, 30.1079, 28.3823, 27.6941, 26.7926, 26.9732, 26.4951
1747204, 8.528539e-02, 2.600736e-01, 2.4569, 570044.9363, 5.570264e-01, 0.2270, 1.956389e-07, 46.8183, 50.6850, 44.8059, 42.7898, 38.5121, 36.4771
2168389, 8.475336e-02, 2.611398e-01, 0.1266, 570030.5240, 1.089980e-01, -0.8322, 2.384633e-04, 25.8669, 23.0344, 21.8413, 21.8470, 21.7646, 21.7777
15740257, 8.477305e-02, 2.609979e-01, 1.3804, 570094.2498, 6.137170e-01, -1.6286, 7.862046e-07, 37.2469, 37.2306, 34.0905, 30.4875, 27.3411, 26.3734
4636419, 8.943491e-02, 2.628750e-01, 1.2405, 570108.0566, 2.542702e-01, 1.3662, 2.157033e-06, 34.0937, 32.4853, 28.3687, 25.6742, 24.4227, 24.0816
12257332, 8.941571e-02, 2.628746e-01, 1.3121, 570124.0358, -3.799848e-01, 2.3827, 5.099347e-07, 23.5101, 24.4347, 25.0645, 25.2580, 25.3183, 25.2454
12170800, 8.860296e-02, 2.609952e-01, 1.5010, 570102.2798, 9.954569e-02, 5.5942, 3.544175e-07, 36.0460, nan, nan, 27.7535, 26.6576, 26.0270
3874224, 8.863191e-02, 2.609085e-01, 0.3126, 570082.2405, 4.340950e-02, -4.8666, 3.892702e-05, 25.2013, 26.0879, nan, 27.4832, 24.9104, 23.7637
6436153, 8.821587e-02, 2.611891e-01, 1.2932, 570131.1805, -1.281142e-01, 4.4977, 1.195103e-06, 27.9562, 27.2221, 25.5327, 24.7651, 24.3307, 24.3723
3677901, 8.805353e-02, 2.612732e-01, 1.5058, 570071.8321, 2.964883e-01, -3.1873, 7.258589e-07, 39.1449, 35.3816, 31.1948, 30.1162, nan, 28.8684
12357221, 8.640223e-02, 2.598612e-01, 1.7172, 570181.8101, -4.939887e-02, -0.7370, 5.626180e-07, nan, nan, nan, nan, nan, nan
16477464, 8.481251e-02, 2.613321e-01, 2.2230, 570193.9301, 4.251374e-02, 0.8418, 1.966051e-07, nan, nan, nan, 55.7818, 55.5935, 54.6486
5534899, 8.467424e-02, 2.614255e-01, 1.6665, 570198.4406, 1.737878e-02, -1.4945, 6.661214e-07, nan, nan, nan, nan, nan, nan
11459460, 8.594130e-02, 2.597717e-01, 1.0684, 570193.3914, -2.178855e-01, -0.4008, 1.627985e-06, nan, nan, nan, nan, nan, nan
3352379, 8.896402e-02, 2.612307e-01, 0.4876, 570134.0366, 8.287823e-02, 0.3305, 9.916260e-06, 28.8431, 24.2585, 23.0839, 23.1265, 23.0768, 23.0775
6796582, 8.893586e-02, 2.612721e-01, 0.7997, 570065.1471, -1.324330e-01, 0.7291, 4.054143e-06, nan, nan, 27.3126, 26.1919, 25.5548, 25.0111
2803519, 8.815697e-02, 2.609491e-01, 0.4773, 570105.0786, -2.075054e-01, -1.1838, 1.025024e-05, nan, 25.1919, 23.7407, 23.4168, 23.6409, 23.7423
7256793, 8.550002e-02, 2.633800e-01, 3.3749, 570115.4685, 2.726311e-02, 4.6956, 8.550920e-08, 42.0945, 37.0075, 34.2179, 33.2713, 32.8907, 33.5687
2616528, 8.914746e-02, 2.611853e-01, 1.3320, 570170.9305, -6.246614e-02, 3.1591, 4.766989e-07, nan, 53.5329, 52.5988, 52.5492, nan, 51.0597
1990422, 8.589285e-02, 2.598991e-01, 0.8185, 570023.3415, -1.649655e-01, 0.5599, 3.513571e-06, nan, nan, 27.8227, 27.0189, 26.3548, 26.0006
2299821, 8.590968e-02, 2.599257e-01, 1.6593, 570025.7954, -6.930428e-02, 5.0092, 5.817849e-07, 35.8568, nan, nan, nan, 28.5214, 28.3575
6072207, 8.918587e-02, 2.609064e-01, 0.6243, 570221.9054, -8.692540e-02, -1.1367, 5.678223e-06, nan, nan, nan, nan, 50.6927, 53.2887
1101510, 8.679663e-02, 2.640895e-01, 1.0895, 570026.8002, 3.557698e-01, -0.5362, 1.235497e-06, 37.6283, 35.2098, 32.4718, 29.2344, 28.0047, 27.3615
8696019, 8.641925e-02, 2.640485e-01, 0.5897, 570149.7743, 2.280941e-01, -2.6569, 7.520364e-06, nan, nan, nan, nan, 28.4740, nan
10846664, 8.738383e-02, 2.620329e-01, 2.0446, 570091.4752, -4.859501e-01, -2.6855, 1.873322e-07, nan, nan, 25.3905, 25.0358, 26.7141, nan
9260760, 8.635687e-02, 2.640507e-01, 0.7871, 570107.2226, 1.845460e-01, -4.4734, 3.937495e-06, 32.0541, 29.9198, 26.3938, 24.7441, 24.0155, 23.7780
13418230, 8.964821e-02, 2.614821e-01, 1.0651, 570112.6943, 7.091828e-02, -0.3544, 1.432985e-06, 32.5549, 31.6767, 27.2520, 25.2968, 24.6037, 24.5219
13045441, 8.978389e-02, 2.612248e-01, 1.6135, 570126.1125, 2.260658e-01, -0.9268, 5.076780e-07, 36.0542, 34.5998, 33.4780, 28.6203, 26.6730, 25.8695
13593969, 8.989585e-02, 2.612693e-01, 1.2625, 570067.6667, 1.735472e-01, 0.1049, 8.931040e-07, 36.9552, 35.4845, 31.9935, 29.1476, 27.5235, 27.0632
2745746, 8.759109e-02, 2.616607e-01, 1.6836, 570126.7047, 3.249460e-01, 2.1003, 4.239370e-07, 36.8295, 36.2411, 32.7548, 29.1223, 27.3237, 26.1429
13594393, 8.733732e-02, 2.618793e-01, 1.2629, 570085.8880, 1.074330e-01, 0.2547, 1.180606e-06, 38.5329, nan, 32.0737, 27.6298, 26.2682, 25.8651
3821204, 8.739883e-02, 2.619005e-01, 1.1105, 570222.2549, -2.881002e-01, 0.0545, 1.403554e-06, nan, nan, nan, nan, 54.5532, 52.6524
13343347, 8.535144e-02, 2.635922e-01, 1.7443, 570182.6229, -2.656526e-01, -3.6846, 3.110848e-07, nan, nan, nan, nan, nan, 51.3238
2683954, 8.884341e-02, 2.620159e-01, 1.1640, 570124.7920, 1.177739e-01, 0.6019, 1.317045e-06, 32.5269, 30.4958, 26.9798, 25.3114, 24.4341, 24.4165
12241453, 8.789963e-02, 2.608848e-01, 1.3442, 570050.7166, 3.812942e-01, 3.5890, 8.113480e-07, 38.1588, nan, nan, 30.0275, 28.3398, 27.2548
8323271, 8.833658e-02, 2.639532e-01, 0.9738, 570043.6694, 1.332577e-02, 0.9900, 2.310192e-06, 34.7911, nan, 28.8069, 27.4603, 26.7522, 26.3745
7848080, 8.540895e-02, 2.626379e-01, 0.5322, 570190.5900, -1.449417e-01, 0.1909, 8.356943e-06, 53.6824, nan, nan, 50.5364, 50.2256, 49.9605
8517656, 8.536068e-02, 2.630898e-01, 1.0773, 570213.6794, 2.807309e-01, 2.0435, 1.341060e-06, 61.4268, 55.6540, 52.4273, nan, 50.5497, 50.8245
14357301, 8.735680e-02, 2.611424e-01, 2.1870, 570074.0097, 3.564180e-01, -0.4272, 3.768137e-07, 42.1518, 45.2689, nan, nan, 35.3117, 30.7144
14447850, 8.941043e-02, 2.616703e-01, 1.8475, 570084.2406, 1.729693e-01, -0.7592, 8.036275e-07, 39.1951, nan, nan, nan, 29.3429, 27.6897
4174946, 8.760724e-02, 2.610105e-01, 3.0771, 570058.5247, -2.514686e-01, -1.9664, 1.513950e-07, nan, nan, nan, nan, nan, nan
13105928, 8.755169e-02, 2.610071e-01, 2.1586, 570078.2641, -3.706385e-01, -3.0700, 2.106144e-07, nan, nan, nan, nan, nan, nan
11536927, 8.895857e-02, 2.618611e-01, 4.3904, 570204.9530, -4.375001e-01, -1.8095, 3.833663e-08, 40.2949, nan, nan, nan, 31.1087, 31.8148
14919348, 8.522158e-02, 2.627920e-01, 0.5158, 570150.5956, 4.928140e-03, 0.4850, 1.105731e-05, 30.6519, nan, 30.0061, 28.2590, 28.0347, 27.7139
2492551, 8.952214e-02, 2.615577e-01, 2.5241, 570079.6254, 5.816379e-01, -2.2326, 2.512077e-07, 45.6583, 45.8802, nan, nan, nan, 33.8913
2206720, 8.958326e-02, 2.614724e-01, 1.2770, 570180.8944, 1.377850e-01, 0.4752, 6.024967e-07, nan, 58.3656, 57.3602, nan, nan, 52.6527
11713640, 8.798385e-02, 2.610921e-01, 1.2100, 570069.5400, -2.565212e-01, -2.7792, 9.961429e-07, 29.2229, 29.4387, nan, 29.1429, 28.0499, 27.7331
11501263, 8.777292e-02, 2.611711e-01, 1.0066, 570138.3744, -3.262770e-01, -0.1448, 1.220020e-06, 24.2402, 25.1366, 25.1927, 25.0165, 25.0635, 25.3323
427637, 8.824501e-02, 2.642007e-01, 1.8726, 570110.6275, 2.815733e-01, -2.9598, 5.126777e-07, 38.5963, 37.2407, nan, nan, 30.1350, 27.3085
16786539, 8.772684e-02, 2.614152e-01, 1.6706, 570071.2760, 4.779392e-03, -4.4120, 3.601345e-07, nan, 35.3503, 28.7845, 28.2834, nan, nan
16633752, 8.944876e-02, 2.612589e-01, 2.4506, 570176.7177, -1.321108e-01, 2.1913, 1.621129e-07, 40.1863, nan, nan, 30.6301, 29.7025, 30.2275
