#snid, snra, sndec, z, t0, c, x1, x0, mag_u, mag_g, mag_r, mag_i, mag_z, mag_y
331975, 8.611692e-02, 2.606486e-01, 0.8593, 570098.0137, -3.313707e-01, 0.9160, 2.789860e-06, 27.7499, nan, 27.0187, 26.1547, 25.6549, 25.4017
17040958, 8.608780e-02, 2.605016e-01, 3.4322, 570228.9859, 1.870527e-02, 0.0210, 7.118635e-08, nan, nan, nan, nan, nan, nan
4445519, 8.518349e-02, 2.612944e-01, 1.4626, 570173.8037, 1.288973e-01, -0.8554, 7.945640e-07, 34.9970, 31.8832, 29.8185, 28.6186, 27.1111, 26.2499
3014102, 8.518210e-02, 2.615199e-01, 0.9873, 570115.2551, -7.982119e-01, -0.1440, 1.635279e-06, nan, nan, 25.6672, 25.7093, 25.7842, 25.7234
2279785, 8.493931e-02, 2.610566e-01, 1.1003, 570206.1172, -7.362969e-02, 1.8983, 1.276589e-06, nan, 52.1101, 51.3849, nan, 50.6629, 51.1505
13067087, 8.502174e-02, 2.608630e-01, 1.5686, 570160.1359, 4.462592e-02, -0.2851, 6.454789e-07, 32.5328, 30.9942, 29.8294, 27.1241, 25.9153, 25.5510
16596818, 8.505759e-02, 2.609900e-01, 2.5508, 570056.5161, -1.965291e-01, -0.5312, 1.498015e-07, 35.4681, 31.9578, 31.6824, 30.4799, 30.6679, 31.7268
10155700, 8.907952e-02, 2.624292e-01, 1.1468, 570083.8227, 2.934688e-01, 2.9835, 1.312529e-06, 36.5210, nan, 31.2723, 28.4224, 26.8791, 26.1946
1893271, 8.618244e-02, 2.600732e-01, 1.6996, 570211.5496, 6.857524e-02, 1.5418, 3.966961e-07, nan, nan, 54.9070, 54.4050, 52.8323, nan
13926415, 8.513366e-02, 2.609316e-01, 2.4608, 570094.3072, -2.723738e-01, 2.2499, 2.622674e-07, nan, nan, nan, 27.4735, 26.8271, nan
10094272, 8.718700e-02, 2.595779e-01, 0.3774, 570213.5196, 2.930207e-01, -0.9939, 1.526003e-05, nan, nan, nan, 49.9145, 49.4433, 49.5759
7253194, 8.932303e-02, 2.626019e-01, 0.9883, 570176.1446, 2.854436e-01, -5.4925, 1.728164e-06, nan, nan, nan, nan, nan, nan
4519282, 8.923195e-02, 2.623808e-01, 1.8576, 570241.4995, -1.463841e-01, 1.1978, 2.976660e-07, nan, nan, 53.3964, 52.9844, 52.8183, nan
4188292, 8.651178e-02, 2.608644e-01, 1.7869, 570104.5379, -4.537999e-01, 0.6423, 4.405831e-07, nan, nan, 26.3708, 27.3749, 26.9708, 27.0768
8277490, 8.652553e-02, 2.608568e-01, 2.4477, 570222.1344, 1.414436e-01, 0.6823, 2.155726e-07, nan, nan, nan, 57.9366, 56.1583, nan
2036979, 8.600642e-02, 2.641022e-01, 1.8419, 570078.7730, 1.434379e-01, 2.4764, 5.752324e-07, 38.9148, 37.3193, 34.4005, 31.7408, 30.7327, 28.4931
14299627, 8.588032e-02, 2.640253e-01, 0.5053, 570170.1674, 2.658891e-01, -5.1042, 8.459972e-06, nan, nan, nan, nan, nan, nan
5726771, 8.549200e-02, 2.612139e-01, 0.8754, 570143.5813, 4.026724e-01, -3.4163, 2.126629e-06, 33.1959, 30.7273, 26.3146, 24.3841, 24.0425, 23.8773
7419099, 8.600030e-02, 2.640825e-01, 1.2852, 570154.8226, 2.570270e-01, -1.3942, 8.035588e-07, 34.7806, 33.4687, 29.4098, 26.4576, 25.4612, 24.9604
10236177, 8.717805e-02, 2.638910e-01, 0.3333, 570194.0449, 3.267919e-01, -1.4364, 3.348049e-05, nan, nan, nan, 50.1211, 49.3157, 48.4566
3331209, 8.705100e-02, 2.639797e-01, 1.5452, 570190.9621, -4.050978e-02, -0.3172, 6.432936e-07, nan, nan, nan, nan, nan, nan
2673376, 8.890548e-02, 2.630002e-01, 1.1322, 570118.7914, 1.663724e-01, 5.8424, 1.369737e-06, 34.4813, 30.2429, 27.6322, 25.9675, 24.5545, 24.6107
9780061, 8.665447e-02, 2.599213e-01, 1.4135, 570210.3020, -3.414941e-01, -1.0391, 8.707463e-07, nan, nan, nan, nan, nan, nan
13930732, 8.656579e-02, 2.599824e-01, 0.9892, 570166.9558, -3.581027e-02, -4.0445, 2.273082e-06, 29.5213, 25.8604, nan, nan, 26.2747, 28.1583
15352105, 8.671758e-02, 2.611568e-01, 3.9480, 570079.1464, -2.760000e-01, -3.7681, 6.690866e-08, nan, nan, nan, nan, nan, nan
14315752, 8.679163e-02, 2.597874e-01, 2.1497, 570160.2152, -1.249066e-01, 3.2500, 2.870255e-07, 31.2769, 29.1993, 28.9063, 27.9547, 27.0159, 26.1288
15666728, 8.685705e-02, 2.599382e-01, 2.6894, 570190.9976, 2.060199e-01, -2.4083, 1.870656e-07, 41.1085, 39.3756, 37.2408, 33.0258, 31.0571, 31.0923
1555401, 8.671987e-02, 2.600179e-01, 1.0776, 570133.3370, 5.916375e-01, -3.7238, 1.525868e-06, 34.8085, nan, 31.5748, 26.3014, 25.0333, 24.4829
13818104, 8.891088e-02, 2.627046e-01, 2.0783, 570183.9041, -4.461245e-01, -0.2209, 5.085016e-07, 23.8691, 23.1320, 24.0321, 24.8392, 26.3380, 26.6949
12429071, 8.511385e-02, 2.622849e-01, 1.6506, 570082.8682, -1.541734e-01, 1.4276, 4.395351e-07, 32.2321, 31.8803, 30.1619, 30.1514, 29.0587, 28.0241
7189319, 8.914963e-02, 2.625729e-01, 1.4908, 570234.7952, 2.906985e-02, 1.0341, 4.512919e-07, nan, 57.8519, 54.3907, 53.5022, nan, nan
156051, 8.578443e-02, 2.621624e-01, 0.1552, 570199.5883, 1.124126e-01, -1.2414, 9.135630e-05, nan, nan, 50.4715, 48.6056, nan, nan
15131771, 8.515662e-02, 2.621975e-01, 2.4539, 570078.4618, 3.226191e-01, 2.4732, 2.582717e-07, nan, nan, nan, nan, nan, nan
7220831, 8.567151e-02, 2.621294e-01, 3.2777, 570193.3489, -4.762186e-01, 5.9902, 1.036851e-07, 32.5251, 24.2110, 23.0974, 23.9517, nan, nan
13498792, 8.572311e-02, 2.616105e-01, 1.7529, 570162.2298, 5.437685e-01, -2.6718, 5.156676e-07, 38.2121, 37.9073, 35.6660, 31.7057, 28.4104, 27.2824
5037471, 8.487276e-02, 2.624478e-01, 2.5639, 570229.6240, -1.593156e-02, 4.3776, 1.387968e-07, nan, nan, nan, 54.3391, 53.1264, 53.3018
14569271, 8.667003e-02, 2.639117e-01, 1.4608, 570153.5986, 1.033074e-01, 2.1526, 7.419982e-07, 33.5153, 31.6081, 28.9505, 26.5432, 25.4628, 24.9572
4670374, 8.906795e-02, 2.626305e-01, 1.6600, 570150.8860, 1.734387e-01, 2.0145, 5.745585e-07, 35.3616, 33.7137, 30.7022, 27.8711, 26.5240, 25.6022
9565925, 8.546066e-02, 2.620510e-01, 0.7192, 570111.5816, -3.534575e-01, 5.1285, 4.287588e-06, nan, nan, 24.8709, 24.3691, 24.2883, 24.4268
13927232, 8.628429e-02, 2.616778e-01, 2.4602, 570153.2368, 1.810587e-01, -2.5620, 1.727917e-07, 41.5112, 37.1290, 35.0999, 35.9737, nan, 30.3573
16663476, 8.619253e-02, 2.617759e-01, 1.4341, 570178.9647, 3.004332e-01, -1.1788, 4.211114e-07, 38.8478, 35.3908, 33.0059, nan, 29.2656, 28.0513
4109192, 8.693522e-02, 2.594427e-01, 0.7852, 570139.2992, 1.528553e-01, 1.9692, 3.625638e-06, 31.0849, 27.3175, 24.7574, 23.6396, 23.6440, 23.4626
5179639, 8.689282e-02, 2.603857e-01, 0.1945, 570186.2360, -5.922522e-03, 3.5542, 7.571355e-05, 47.1053, 47.9939, 46.6817, 46.5344, 47.3128, 46.3099
3849243, 8.608863e-02, 2.615425e-01, 1.2214, 570175.1527, 4.602906e-01, 1.1460, 7.474727e-07, 36.5385, nan, 30.6402, 28.2409, 26.6531, 26.3683
5806714, 8.714677e-02, 2.602884e-01, 2.0252, 570109.1510, 2.746034e-01, 3.2098, 1.807784e-07, 40.3086, 40.4103, 37.9870, 35.4964, 31.9338, 28.7875
10234971, 8.708888e-02, 2.605597e-01, 1.1870, 570103.8280, 1.214309e-01, 1.0082, 1.121949e-06, 42.5879, nan, nan, 27.6600, 26.4059, 26.0190
15657291, 8.957493e-02, 2.626166e-01, 2.5516, 570220.5856, -2.108159e-01, 0.0514, 1.144183e-07, nan, nan, nan, nan, nan, nan
10936135, 8.603245e-02, 2.613251e-01, 1.7930, 570121.3888, 1.810702e-01, 2.8303, 6.726142e-07, 37.3882, 37.1067, nan, nan, 27.2322, 26.4065
4866640, 8.595454e-02, 2.615160e-01, 0.8410, 570108.1821, -3.311084e-02, -3.8254, 3.925692e-06, 29.7877, 26.9552, 29.0896, 27.6047, 26.0267, 25.3205
11546924, 8.712626e-02, 2.600743e-01, 1.3644, 570096.6112, 2.939020e-01, 1.5419, 6.552189e-07, 37.5739, nan, nan, 29.6061, 27.8121, 26.8454
7320065, 8.479830e-02, 2.608840e-01, 1.3149, 570233.4656, 1.887218e-01, 2.1749, 7.187664e-07, nan, 56.7462, 55.1047, nan, nan, 50.9958
8696019, 8.641925e-02, 2.640485e-01, 0.5897, 570149.7743, 2.280941e-01, -2.6569, 7.520364e-06, nan, 25.4301, 23.2424, 22.8957, 22.7468, 22.7048
7048132, 8.471577e-02, 2.619626e-01, 0.6778, 570051.6746, 3.907198e-01, -4.1049, 2.660365e-06, 35.3147, nan, 28.7269, 28.0121, 26.8470, 26.4111
14706941, 8.589278e-02, 2.613942e-01, 1.7861, 570149.6568, -2.761401e-01, -3.9572, 5.545233e-07, 25.7188, 25.5665, nan, nan, 26.4350, 25.3091
2271253, 8.640677e-02, 2.609002e-01, 1.2701, 570092.9624, -2.329804e-01, -3.7912, 1.584012e-06, 29.3024, 30.2507, nan, 29.9580, 28.3115, 27.9031
6236156, 8.635023e-02, 2.611432e-01, 1.3623, 570128.6507, -4.586923e-02, -1.3040, 5.116221e-07, 33.3780, 33.2115, 30.3304, 27.9719, 26.4976, 25.8820
9208165, 8.541765e-02, 2.602272e-01, 0.8847, 570055.8128, -8.001664e-01, 8.0735, 2.482310e-06, nan, nan, 24.8751, 27.1833, 26.3689, 27.7566
11268353, 8.626103e-02, 2.611203e-01, 2.4938, 570081.9556, -1.296077e-01, -1.7392, 1.779395e-07, nan, nan, nan, 29.3536, 28.4149, 28.7852
15740257, 8.477305e-02, 2.609979e-01, 1.3804, 570094.2498, 6.137170e-01, -1.6286, 7.862046e-07, 38.5892, 38.5412, 34.7925, 31.5103, 28.8863, 27.6802
3939960, 8.648725e-02, 2.606328e-01, 1.6187, 570137.5739, 3.702954e-01, -2.4087, 7.408136e-07, 36.9113, 36.5947, nan, 30.2924, 27.2923, 25.9868
11976133, 8.530434e-02, 2.603090e-01, 2.1497, 570107.8171, -2.310940e-01, 3.4469, 2.270589e-07, nan, nan, nan, 29.2255, nan, 27.2238
7963142, 8.628672e-02, 2.611962e-01, 2.8331, 570134.5947, 7.696914e-02, -2.1407, 2.295197e-07, 41.1856, 35.8078, 34.0200, 32.8899, 32.6834, 32.3326
16477464, 8.481251e-02, 2.613321e-01, 2.2230, 570193.9301, 4.251374e-02, 0.8418, 1.966051e-07, 40.5269, 37.4104, nan, nan, 31.7494, 29.9679
5534899, 8.467424e-02, 2.614255e-01, 1.6665, 570198.4406, 1.737878e-02, -1.4945, 6.661214e-07, nan, nan, nan, nan, nan, nan
4758680, 8.660876e-02, 2.605730e-01, 2.0998, 570117.6923, -6.140849e-02, 3.7510, 4.592120e-07, nan, nan, nan, nan, nan, 26.5501
3162803, 8.657032e-02, 2.600696e-01, 0.4373, 570092.7603, -2.383062e-01, -1.3441, 1.265486e-05, 25.2262, 26.5671, 25.5949, 24.9903, 24.9618, 24.8902
12170800, 8.860296e-02, 2.609952e-01, 1.5010, 570102.2798, 9.954569e-02, 5.5942, 3.544175e-07, nan, nan, nan, 30.1134, 27.6838, 26.7119
3874224, 8.863191e-02, 2.609085e-01, 0.3126, 570082.2405, 4.340950e-02, -4.8666, 3.892702e-05, 25.2567, 27.1782, 25.4644, 24.4600, 25.3494, 24.6470
14840917, 8.646263e-02, 2.602213e-01, 1.6530, 570114.9113, -5.539753e-02, 0.3360, 3.281543e-07, nan, nan, nan, 30.3508, 28.0059, 27.2222
6436153, 8.821587e-02, 2.611891e-01, 1.2932, 570131.1805, -1.281142e-01, 4.4977, 1.195103e-06, 30.0657, 27.6984, 26.4045, 25.3624, 24.6962, 24.4834
3677901, 8.805353e-02, 2.612732e-01, 1.5058, 570071.8321, 2.964883e-01, -3.1873, 7.258589e-07, 39.4070, 35.4970, 31.6585, 31.7179, 30.0130, 28.7235
901821, 8.490032e-02, 2.621992e-01, 0.8191, 570193.4851, -2.605481e-01, -3.1083, 3.134910e-06, nan, nan, nan, nan, nan, 51.7275
10797934, 8.489481e-02, 2.615558e-01, 2.7298, 570195.1752, 2.682724e-01, -2.2835, 1.612200e-07, 42.6025, 41.4491, 39.2393, 34.7761, 32.5250, 32.3109
9260760, 8.635687e-02, 2.640507e-01, 0.7871, 570107.2226, 1.845460e-01, -4.4734, 3.937495e-06, 33.2364, 29.4008, nan, 28.5401, 26.1684, 24.9586
11976170, 8.916893e-02, 2.628036e-01, 2.0927, 570198.6095, -1.840533e-01, 1.7961, 4.068094e-07, 37.6375, nan, 29.7501, 28.4950, 30.2744, 28.4420
12406692, 8.911492e-02, 2.628939e-01, 3.1181, 570194.7355, 5.023288e-02, -2.4784, 6.435863e-08, 41.0985, 37.9800, 35.7041, 34.6051, 31.1835, 30.1977
9955934, 8.641226e-02, 2.594435e-01, 1.3293, 570246.4854, 1.989852e-01, 2.5597, 1.013763e-06, nan, 56.3939, 54.7189, 55.9133, nan, 50.4880
15369355, 8.496583e-02, 2.615926e-01, 1.2643, 570169.9652, -3.941897e-02, 3.3529, 8.070860e-07, 30.9590, nan, 28.2542, 25.9513, 25.2897, 25.3459
8452729, 8.501070e-02, 2.615886e-01, 0.9444, 570133.8978, 5.955907e-01, 3.8585, 2.219292e-06, 33.3754, 32.7079, 26.9902, 24.5554, 24.0049, 23.8679
16402094, 8.530472e-02, 2.617520e-01, 0.2693, 570066.6265, -1.986941e-01, 0.1049, 2.969862e-05, 30.1122, 25.5546, 24.5170, 24.0580, 24.4191, 24.3165
2803519, 8.815697e-02, 2.609491e-01, 0.4773, 570105.0786, -2.075054e-01, -1.1838, 1.025024e-05, 25.2324, 26.5713, 25.5237, 24.7588, 24.4280, 24.2756
4636419, 8.943491e-02, 2.628750e-01, 1.2405, 570108.0566, 2.542702e-01, 1.3662, 2.157033e-06, 35.4129, nan, nan, 26.9682, 25.4999, 25.0825
12357221, 8.640223e-02, 2.598612e-01, 1.7172, 570181.8101, -4.939887e-02, -0.7370, 5.626180e-07, 33.0593, 31.6971, 28.9453, 29.6478, 29.1755, 27.7925
12257332, 8.941571e-02, 2.628746e-01, 1.3121, 570124.0358, -3.799848e-01, 2.3827, 5.099347e-07, nan, nan, nan, 26.0676, 25.9179, 25.6165
12709241, 8.523197e-02, 2.615930e-01, 0.9932, 570226.9719, -1.086083e-01, 0.6029, 1.577608e-06, nan, 52.7981, nan, nan, 51.5964, 51.5447
7419416, 8.910977e-02, 2.608988e-01, 0.3829, 570233.6911, -8.582583e-02, -0.1119, 1.885722e-05, nan, nan, 52.0779, 49.4460, 49.2873, 49.2918
11459460, 8.594130e-02, 2.597717e-01, 1.0684, 570193.3914, -2.178855e-01, -0.4008, 1.627985e-06, nan, nan, nan, nan, nan, nan
1308836, 8.519622e-02, 2.619254e-01, 0.4969, 570158.4569, -5.124725e-01, 1.1359, 1.171077e-05, nan, 22.1576, 22.7035, 23.2256, 23.6254, 23.9329
4461972, 8.725839e-02, 2.622120e-01, 0.1144, 570234.2146, 1.294810e-01, -2.9017, 3.162184e-04, nan, nan, nan, nan, nan, 46.0606
3570452, 8.930455e-02, 2.610521e-01, 2.5717, 570236.8279, -2.165984e-01, -0.2196, 1.409669e-07, nan, nan, nan, nan, nan, nan
10846664, 8.738383e-02, 2.620329e-01, 2.0446, 570091.4752, -4.859501e-01, -2.6855, 1.873322e-07, nan, nan, 24.7672, 24.4233, 26.3819, 28.8664
3352379, 8.896402e-02, 2.612307e-01, 0.4876, 570134.0366, 8.287823e-02, 0.3305, 9.916260e-06, nan, 24.9439, 23.2070, 22.9646, 22.8790, 23.0418
6796582, 8.893586e-02, 2.612721e-01, 0.7997, 570065.1471, -1.324330e-01, 0.7291, 4.054143e-06, nan, nan, 27.4750, 26.6212, 26.1224, 25.6570
2616528, 8.914746e-02, 2.611853e-01, 1.3320, 570170.9305, -6.246614e-02, 3.1591, 4.766989e-07, 31.1504, nan, nan, 26.6250, 25.9433, 25.8593
6072207, 8.918587e-02, 2.609064e-01, 0.6243, 570221.9054, -8.692540e-02, -1.1367, 5.678223e-06, nan, nan, nan, nan, 50.6927, 53.2887
16665499, 8.739263e-02, 2.616689e-01, 1.4405, 570229.8610, 6.571201e-01, -2.2210, 5.447598e-07, nan, nan, nan, nan, nan, nan
7256793, 8.550002e-02, 2.633800e-01, 3.3749, 570115.4685, 2.726311e-02, 4.6956, 8.550920e-08, 42.5245, 38.9801, 36.1516, 35.3154, 33.1984, 31.5573
1185081, 8.772073e-02, 2.618351e-01, 0.2127, 570235.4795, 2.296267e-01, 2.1104, 6.740369e-05, 48.8474, 48.6599, 47.0879, 46.6743, 46.9050, 46.5436
13418230, 8.964821e-02, 2.614821e-01, 1.0651, 570112.6943, 7.091828e-02, -0.3544, 1.432985e-06, nan, nan, 28.7447, 26.8217, 25.9960, 25.4691
13045441, 8.978389e-02, 2.612248e-01, 1.6135, 570126.1125, 2.260658e-01, -0.9268, 5.076780e-07, 37.3673, 36.9127, 34.5207, 30.2262, 27.8543, 26.5584
13593969, 8.989585e-02, 2.612693e-01, 1.2625, 570067.6667, 1.735472e-01, 0.1049, 8.931040e-07, 37.7343, nan, 31.8192, 29.6684, 28.3182, 27.7683
2745746, 8.759109e-02, 2.616607e-01, 1.6836, 570126.7047, 3.249460e-01, 2.1003, 4.239370e-07, 37.5701, 37.4847, 34.5413, 30.2519, 28.0176, 26.6554
13594393, 8.733732e-02, 2.618793e-01, 1.2629, 570085.8880, 1.074330e-01, 0.2547, 1.180606e-06, 36.0079, nan, 31.2009, 28.9395, 27.3918, 26.9401
3821204, 8.739883e-02, 2.619005e-01, 1.1105, 570222.2549, -2.881002e-01, 0.0545, 1.403554e-06, nan, nan, nan, nan, 54.5532, 52.6524
2683954, 8.884341e-02, 2.620159e-01, 1.1640, 570124.7920, 1.177739e-01, 0.6019, 1.317045e-06, 34.9990, nan, 28.6577, 26.2964, 25.0745, 24.9172
13343347, 8.535144e-02, 2.635922e-01, 1.7443, 570182.6229, -2.656526e-01, -3.6846, 3.110848e-07, 28.6826, 28.3427, 25.4132, 27.9222, nan, 28.8076
12241453, 8.789963e-02, 2.608848e-01, 1.3442, 570050.7166, 3.812942e-01, 3.5890, 8.113480e-07, 38.9102, nan, nan, 29.5190, 28.8319, 27.7075
7848080, 8.540895e-02, 2.626379e-01, 0.5322, 570190.5900, -1.449417e-01, 0.1909, 8.356943e-06, 53.6824, nan, nan, 50.5364, 50.2256, 49.9605
8517656, 8.536068e-02, 2.630898e-01, 1.0773, 570213.6794, 2.807309e-01, 2.0435, 1.341060e-06, 61.4268, 55.6540, 52.4273, nan, 50.5497, 50.8245
14447850, 8.941043e-02, 2.616703e-01, 1.8475, 570084.2406, 1.729693e-01, -0.7592, 8.036275e-07, 39.6359, 40.3915, 35.5964, 32.9712, 29.7119, 28.9325
11536927, 8.895857e-02, 2.618611e-01, 4.3904, 570204.9530, -4.375001e-01, -1.8095, 3.833663e-08, 33.7664, 30.3886, 25.7572, 24.6963, 25.1065, 25.5967
5959924, 8.739938e-02, 2.612716e-01, 0.7042, 570234.2500, -4.907441e-01, 0.1007, 5.348708e-06, nan, nan, nan, 51.9251, 50.8324, 51.0104
14919348, 8.522158e-02, 2.627920e-01, 0.5158, 570150.5956, 4.928140e-03, 0.4850, 1.105731e-05, 26.7841, 23.7028, 22.6139, 22.6479, 22.6042, 22.7900
2492551, 8.952214e-02, 2.615577e-01, 2.5241, 570079.6254, 5.816379e-01, -2.2326, 2.512077e-07, 44.1800, 44.3642, 43.6443, 38.2593, 34.8507, 33.1519
2206720, 8.958326e-02, 2.614724e-01, 1.2770, 570180.8944, 1.377850e-01, 0.4752, 6.024967e-07, 38.1949, nan, 31.7292, 30.3417, 28.8598, 27.9769
14357301, 8.735680e-02, 2.611424e-01, 2.1870, 570074.0097, 3.564180e-01, -0.4272, 3.768137e-07, 42.9069, 42.6038, 40.2652, nan, 34.8427, 31.3896
16259139, 8.917724e-02, 2.612592e-01, 3.3344, 570229.7247, 7.003866e-01, 1.6892, 5.246985e-08, 56.0090, 56.5522, 55.0249, nan, 47.9811, 44.7291
4174946, 8.760724e-02, 2.610105e-01, 3.0771, 570058.5247, -2.514686e-01, -1.9664, 1.513950e-07, 42.9530, nan, nan, nan, 28.8302, 29.5910
13105928, 8.755169e-02, 2.610071e-01, 2.1586, 570078.2641, -3.706385e-01, -3.0700, 2.106144e-07, nan, nan, 27.9163, 27.5364, 27.8259, 28.3715
684688, 8.873889e-02, 2.606262e-01, 1.2661, 570209.1317, 1.077118e-01, 2.7493, 9.099897e-07, nan, 54.9057, 53.1792, nan, 52.7773, 50.4425
1811050, 8.740228e-02, 2.614394e-01, 1.8449, 570224.9982, 3.137984e-01, -2.2958, 4.638715e-07, nan, nan, nan, nan, nan, 53.3616
427637, 8.824501e-02, 2.642007e-01, 1.8726, 570110.6275, 2.815733e-01, -2.9598, 5.126777e-07, 41.2075, nan, nan, 32.4672, nan, 29.9163
14675458, 8.501133e-02, 2.632346e-01, 1.3071, 570140.8963, -5.907665e-02, 1.9595, 1.164397e-06, 30.0017, 29.2320, 27.1763, 25.5471, 24.8050, 24.4873
